"filename", "language", "XML", "C#", "Markdown", "JSON", "C++", "PowerShell", "Log", "Batch", "comment", "blank", "total"
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.AspNetCore.WebUtilities.xml", "XML", 695, 0, 0, 0, 0, 0, 0, 0, 0, 5, 700
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.AspNetCore.xml", "XML", 141, 0, 0, 0, 0, 0, 0, 0, 0, 1, 142
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Caching.Abstractions.xml", "XML", 528, 0, 0, 0, 0, 0, 0, 0, 0, 1, 529
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Caching.Memory.xml", "XML", 173, 0, 0, 0, 0, 0, 0, 0, 0, 1, 174
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Configuration.Abstractions.xml", "XML", 251, 0, 0, 0, 0, 0, 0, 0, 0, 1, 252
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Configuration.Binder.xml", "XML", 157, 0, 0, 0, 0, 0, 0, 0, 0, 1, 158
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Configuration.CommandLine.xml", "XML", 211, 0, 0, 0, 0, 0, 0, 0, 0, 9, 220
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Configuration.EnvironmentVariables.xml", "XML", 75, 0, 0, 0, 0, 0, 0, 0, 0, 1, 76
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Configuration.FileExtensions.xml", "XML", 182, 0, 0, 0, 0, 0, 0, 0, 0, 1, 183
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Configuration.Ini.xml", "XML", 178, 0, 0, 0, 0, 0, 0, 0, 0, 1, 179
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Configuration.Json.xml", "XML", 147, 0, 0, 0, 0, 0, 0, 0, 0, 1, 148
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Configuration.KeyPerFile.xml", "XML", 93, 0, 0, 0, 0, 0, 0, 0, 0, 1, 94
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Configuration.UserSecrets.xml", "XML", 195, 0, 0, 0, 0, 0, 0, 0, 0, 1, 196
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Configuration.Xml.xml", "XML", 191, 0, 0, 0, 0, 0, 0, 0, 0, 1, 192
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Configuration.xml", "XML", 480, 0, 0, 0, 0, 0, 0, 0, 0, 1, 481
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.DependencyInjection.Abstractions.xml", "XML", 1054, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1055
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.DependencyInjection.xml", "XML", 251, 0, 0, 0, 0, 0, 0, 0, 0, 1, 252
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Diagnostics.HealthChecks.Abstractions.xml", "XML", 330, 0, 0, 0, 0, 0, 0, 0, 0, 1, 331
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Diagnostics.HealthChecks.xml", "XML", 396, 0, 0, 0, 0, 0, 0, 0, 0, 1, 397
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.FileProviders.Abstractions.xml", "XML", 207, 0, 0, 0, 0, 0, 0, 0, 0, 1, 208
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.FileProviders.Composite.xml", "XML", 80, 0, 0, 0, 0, 0, 0, 0, 0, 1, 81
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.FileProviders.Embedded.xml", "XML", 158, 0, 0, 0, 0, 0, 0, 0, 0, 1, 159
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.FileProviders.Physical.xml", "XML", 384, 0, 0, 0, 0, 0, 0, 0, 0, 1, 385
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.FileSystemGlobbing.xml", "XML", 484, 0, 0, 0, 0, 0, 0, 0, 0, 1, 485
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Hosting.Abstractions.xml", "XML", 472, 0, 0, 0, 0, 0, 0, 0, 0, 1, 473
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Hosting.xml", "XML", 298, 0, 0, 0, 0, 0, 0, 0, 0, 1, 299
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Http.xml", "XML", 1040, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1046
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Identity.Core.xml", "XML", 3835, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3839
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Identity.Stores.xml", "XML", 1206, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1207
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Localization.Abstractions.xml", "XML", 185, 0, 0, 0, 0, 0, 0, 0, 0, 1, 186
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Localization.xml", "XML", 318, 0, 0, 0, 0, 0, 0, 0, 0, 1, 319
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Logging.Abstractions.xml", "XML", 838, 0, 0, 0, 0, 0, 0, 0, 0, 1, 839
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Logging.Configuration.xml", "XML", 79, 0, 0, 0, 0, 0, 0, 0, 0, 1, 80
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Logging.Console.xml", "XML", 121, 0, 0, 0, 0, 0, 0, 0, 0, 1, 122
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Logging.Debug.xml", "XML", 71, 0, 0, 0, 0, 0, 0, 0, 0, 1, 72
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Logging.EventLog.xml", "XML", 114, 0, 0, 0, 0, 0, 0, 0, 0, 1, 115
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Logging.EventSource.xml", "XML", 214, 0, 0, 0, 0, 0, 0, 0, 0, 21, 235
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Logging.TraceSource.xml", "XML", 93, 0, 0, 0, 0, 0, 0, 0, 0, 1, 94
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Logging.xml", "XML", 392, 0, 0, 0, 0, 0, 0, 0, 0, 1, 393
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.ObjectPool.xml", "XML", 103, 0, 0, 0, 0, 0, 0, 0, 0, 1, 104
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Options.ConfigurationExtensions.xml", "XML", 141, 0, 0, 0, 0, 0, 0, 0, 0, 1, 142
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Options.DataAnnotations.xml", "XML", 46, 0, 0, 0, 0, 0, 0, 0, 0, 1, 47
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Options.xml", "XML", 1820, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1821
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.Primitives.xml", "XML", 524, 0, 0, 0, 0, 0, 0, 0, 0, 1, 525
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Extensions.WebEncoders.xml", "XML", 58, 0, 0, 0, 0, 0, 0, 0, 0, 1, 59
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.JSInterop.xml", "XML", 433, 0, 0, 0, 0, 0, 0, 0, 0, 3, 436
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Net.Http.Headers.xml", "XML", 472, 0, 0, 0, 0, 0, 0, 0, 0, 1, 473
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\Microsoft.Win32.Registry.xml", "XML", 939, 0, 0, 0, 0, 0, 0, 0, 0, 0, 939
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\System.Diagnostics.EventLog.xml", "XML", 2024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2024
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\System.IO.Pipelines.xml", "XML", 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 318
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\System.Security.AccessControl.xml", "XML", 2046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2046
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\System.Security.Cryptography.Cng.xml", "XML", 1627, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1627
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\System.Security.Cryptography.Xml.xml", "XML", 2060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2060
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\System.Security.Permissions.xml", "XML", 7202, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7207
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\System.Security.Principal.Windows.xml", "XML", 1022, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1029
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.aspnetcore.app.ref\3.1.10\ref\netcoreapp3.1\System.Windows.Extensions.xml", "XML", 530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 530
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.netcore.app.host.win-x64\3.1.10\microsoft.netcore.app.host.win-x64.nuspec", "XML", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\microsoft.netcore.app.host.win-x64\3.1.10\runtimes\win-x64\native\nethost.h", "C++", 0, 0, 0, 0, 40, 0, 0, 0, 44, 11, 95
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.content.builder.task\3.8.0.1641\build\MonoGame.Content.Builder.Task.props", "XML", 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.content.builder.task\3.8.0.1641\build\MonoGame.Content.Builder.Task.targets", "XML", 80, 0, 0, 0, 0, 0, 0, 0, 78, 27, 185
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.content.builder.task\3.8.0.1641\monogame.content.builder.task.nuspec", "XML", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.content.builder.task\3.8.0.1641\tools\netcoreapp3.1\any\MonoGame.Framework.xml", "XML", 22964, 0, 0, 0, 0, 0, 0, 0, 0, 412, 23376
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.content.builder.task\3.8.0.1641\tools\netcoreapp3.1\any\SharpDX.D3DCompiler.xml", "XML", 6789, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6790
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.content.builder.task\3.8.0.1641\tools\netcoreapp3.1\any\SharpDX.xml", "XML", 38927, 0, 0, 0, 0, 0, 0, 0, 0, 20, 38947
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.content.builder.task\3.8.0.1641\tools\netcoreapp3.1\any\mgcb.deps.json", "JSON", 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 186
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.content.builder.task\3.8.0.1641\tools\netcoreapp3.1\any\mgcb.runtimeconfig.json", "JSON", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.content.builder.task\3.8.0.1641\tools\netcoreapp3.1\any\mgfxc.deps.json", "JSON", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 67
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.content.builder.task\3.8.0.1641\tools\netcoreapp3.1\any\mgfxc.runtimeconfig.json", "JSON", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.extended.graphics\3.8.0\monogame.extended.graphics.nuspec", "XML", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.extended.gui\3.8.0\monogame.extended.gui.nuspec", "XML", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.extended.input\3.8.0\monogame.extended.input.nuspec", "XML", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.extended\3.8.0\contentFiles\any\netstandard2.0\SharpDX.D3DCompiler.xml", "XML", 6789, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6790
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.extended\3.8.0\contentFiles\any\netstandard2.0\SharpDX.xml", "XML", 38927, 0, 0, 0, 0, 0, 0, 0, 0, 20, 38947
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.extended\3.8.0\contentFiles\any\netstandard2.0\mgfxc.deps.json", "JSON", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 67
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.extended\3.8.0\contentFiles\any\netstandard2.0\mgfxc.runtimeconfig.dev.json", "JSON", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.extended\3.8.0\contentFiles\any\netstandard2.0\mgfxc.runtimeconfig.json", "JSON", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.extended\3.8.0\content\SharpDX.D3DCompiler.xml", "XML", 6789, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6790
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.extended\3.8.0\content\SharpDX.xml", "XML", 38927, 0, 0, 0, 0, 0, 0, 0, 0, 20, 38947
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.extended\3.8.0\content\mgfxc.deps.json", "JSON", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 67
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.extended\3.8.0\content\mgfxc.runtimeconfig.dev.json", "JSON", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.extended\3.8.0\content\mgfxc.runtimeconfig.json", "JSON", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.extended\3.8.0\monogame.extended.nuspec", "XML", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.framework.desktopgl\3.8.0.1641\build\MonoGame.Framework.DesktopGL.targets", "XML", 17, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.framework.desktopgl\3.8.0.1641\lib\net452\MonoGame.Framework.xml", "XML", 22964, 0, 0, 0, 0, 0, 0, 0, 0, 412, 23376
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.framework.desktopgl\3.8.0.1641\lib\netstandard2.0\MonoGame.Framework.xml", "XML", 22964, 0, 0, 0, 0, 0, 0, 0, 0, 412, 23376
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.framework.desktopgl\3.8.0.1641\monogame.framework.desktopgl.nuspec", "XML", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\monogame.primitives2d\1.1.1\monogame.primitives2d.nuspec", "XML", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\myra\1.2.2\myra.nuspec", "XML", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\newtonsoft.json\12.0.3\LICENSE.md", "Markdown", 0, 0, 16, 0, 0, 0, 0, 0, 0, 5, 21
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\newtonsoft.json\12.0.3\lib\net20\Newtonsoft.Json.xml", "XML", 10298, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10299
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\newtonsoft.json\12.0.3\lib\net35\Newtonsoft.Json.xml", "XML", 9446, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9447
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\newtonsoft.json\12.0.3\lib\net40\Newtonsoft.Json.xml", "XML", 9646, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9647
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\newtonsoft.json\12.0.3\lib\net45\Newtonsoft.Json.xml", "XML", 11262, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11263
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\newtonsoft.json\12.0.3\lib\netstandard1.0\Newtonsoft.Json.xml", "XML", 10949, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10951
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\newtonsoft.json\12.0.3\lib\netstandard1.3\Newtonsoft.Json.xml", "XML", 11071, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11073
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\newtonsoft.json\12.0.3\lib\netstandard2.0\Newtonsoft.Json.xml", "XML", 11237, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11238
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\newtonsoft.json\12.0.3\lib\portable-net40+sl5+win8+wp8+wpa81\Newtonsoft.Json.xml", "XML", 9010, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9011
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\newtonsoft.json\12.0.3\lib\portable-net45+win8+wp8+wpa81\Newtonsoft.Json.xml", "XML", 10949, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10951
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\newtonsoft.json\12.0.3\newtonsoft.json.nuspec", "XML", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\stbimagesharp\2.22.4\stbimagesharp.nuspec", "XML", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\References\packages\stbtruetypesharp\1.24.7\stbtruetypesharp.nuspec", "XML", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Components\Ball.cs", "C#", 0, 33, 0, 0, 0, 0, 0, 0, 4, 5, 42
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Components\Controller.cs", "C#", 0, 22, 0, 0, 0, 0, 0, 0, 0, 4, 26
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Components\DoTheTrail.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Components\MovePlayer.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Components\PhysicBody.cs", "C#", 0, 61, 0, 0, 0, 0, 0, 0, 0, 10, 71
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Components\Player.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Components\Renderer.cs", "C#", 0, 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Components\RocketFire.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Components\RotatePlayer.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Components\Trail.cs", "C#", 0, 46, 0, 0, 0, 0, 0, 0, 1, 3, 50
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Components\Transform.cs", "C#", 0, 32, 0, 0, 0, 0, 0, 0, 0, 5, 37
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Components\UI\Button.cs", "C#", 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Components\UI\UIElement.cs", "C#", 0, 16, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Systems\BallSystem.cs", "C#", 0, 21, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Systems\DebugSystem.cs", "C#", 0, 71, 0, 0, 0, 0, 0, 0, 3, 11, 85
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Systems\InputSystem.cs", "C#", 0, 116, 0, 0, 0, 0, 0, 0, 0, 15, 131
"c:\Users\v.kruglyakov\Desktop\Projects\Gabiac\Scripts\ECS\Systems\MovementSystem.cs", "C#", 0, 24, 0, 0, 0, 0, 0, 0, 0, 3, 27
